QUfaginea_P010_WC04_A,Quercus,Quercus,QU
QUgrisea_F086_WE07_A,Quercus,Quercus,QU
QUlobata_P010_WE03_A,Quercus,Quercus,QU
QUberberidifolia_F087_WA10_A,Quercus,Quercus,QU
QUmagnoliifolia_F079_WE10_A,Quercus,Quercus,QU
QUmongolica_F087_WC06_A,Quercus,Quercus,QU
QUlyrata_trans_A,Quercus,Quercus,QU
QUturbinella_F079_WB01_A,Quercus,Quercus,QU
QUarizonica_F084_WH05_A,Quercus,Quercus,QU
NNmichauxii_trans_A,Quercus,Quercus,QU
QUdouglasii_P004_WD11_A,Quercus,Quercus,QU
QUpubescens_P011_WF08_A,Quercus,Quercus,QU
QUlaeta_F086_WF12_A,Quercus,Quercus,QU
QUbicolor_trans_A,Quercus,Quercus,QU
QUgarryana_trans_A,Quercus,Quercus,QU
QUobtusata_F101_WD07_A,Quercus,Quercus,QU
QUserrata_F079_WC07_A,Quercus,Quercus,QU
QUpetraea_F102_WA06_A,Quercus,Quercus,QU
QUrugosa_F084_WG01_A,Quercus,Quercus,QU
QUrobur_F079_WC04_A,Quercus,Quercus,QU
QUmuehlenbergii_trans_A,Quercus,Quercus,QU
QUmacrocarpa_trans_A,Quercus,Quercus,QU
QUstellata_trans_A,Quercus,Quercus,QU
QUalba_trans_A,Quercus,Quercus,QU
NNcubana_P002_WC07_AHN,Quercus,Quercus,VI
VIbrandegeei_F087_WC05_A,Quercus,Quercus,VI
VIgeminata_F086_WG06_A,Quercus,Quercus,VI
VIfusiformis_F079_WB09_A,Quercus,Quercus,VI
VIoleoides_F101_WD06_A,Quercus,Quercus,VI
VIvirginiana_trans_A,Quercus,Quercus,VI
TRdoichangensis_trans,Trigonobalanus,,TR
TRexcelsa_F118_WF02,Trigonobalanus,,TR
